DATE_TIME,SITE_ID,COSMOS_VWC,D86_75M,SWE,SNOW,ALBEDO,PE
2016-11-23,SPENF,-9999,-9999,-9999,0.0,0.15,-9999
2016-11-24,SPENF,36.0,14.4,-9999,0.0,0.13,0.6
2016-11-25,SPENF,35.1,14.57,-9999,0.0,0.14,0.4
2016-11-26,SPENF,34.5,14.68,-9999,0.0,0.14,0.3
2016-11-27,SPENF,34.6,14.66,-9999,0.0,0.14,0.3
2016-11-28,SPENF,35.7,14.45,-9999,0.0,0.15,0.5
2016-11-29,SPENF,37.3,14.17,-9999,0.0,0.16,0.5
2016-11-30,SPENF,36.8,14.26,-9999,0.0,0.15,0.4
2016-12-01,SPENF,33.2,14.94,-9999,0.0,0.14,0.3
2016-12-02,SPENF,34.7,14.64,-9999,0.0,0.12,0.3
2016-12-03,SPENF,32.9,15.0,-9999,0.0,0.14,0.3
2016-12-04,SPENF,35.4,14.51,-9999,0.0,0.16,0.5
2016-12-05,SPENF,33.4,14.9,-9999,0.0,0.14,0.2
2016-12-06,SPENF,35.5,14.49,-9999,0.0,0.13,0.2
2016-12-07,SPENF,37.0,14.22,-9999,0.0,0.14,0.1
2016-12-08,SPENF,37.5,14.13,-9999,0.0,0.16,0.2
2016-12-09,SPENF,36.1,14.38,-9999,0.0,0.11,0.1
2016-12-10,SPENF,37.5,14.13,-9999,0.0,0.14,0.2
2016-12-11,SPENF,35.5,14.49,-9999,0.0,0.13,0.5
2016-12-12,SPENF,34.7,14.64,-9999,0.0,0.13,-9999
2016-12-13,SPENF,38.9,13.9,-9999,0.0,0.12,0.0
2016-12-14,SPENF,37.6,14.12,-9999,0.0,0.16,0.5
2016-12-15,SPENF,37.8,14.08,-9999,0.0,0.13,0.2
2016-12-16,SPENF,37.5,14.13,-9999,0.0,0.16,0.3
2016-12-17,SPENF,37.1,14.2,-9999,0.0,0.16,0.3
2016-12-18,SPENF,36.9,14.24,-9999,0.0,0.14,0.2
2016-12-19,SPENF,34.2,14.74,-9999,0.0,0.12,0.1
2016-12-20,SPENF,32.9,15.0,-9999,0.0,0.15,0.4
2016-12-21,SPENF,35.2,14.55,-9999,0.0,0.13,0.5
2016-12-22,SPENF,36.7,14.27,-9999,0.0,0.16,0.5
2016-12-23,SPENF,37.7,14.1,-9999,0.0,0.14,0.7
2016-12-24,SPENF,37.2,14.19,-9999,0.0,0.16,1.2
2016-12-25,SPENF,34.6,14.66,-9999,0.0,0.15,1.0
2016-12-26,SPENF,34.1,14.76,-9999,0.0,0.18,1.5
2016-12-27,SPENF,33.7,14.84,-9999,0.0,0.17,0.1
2016-12-28,SPENF,34.2,14.74,-9999,0.0,0.17,0.3
2016-12-29,SPENF,36.4,14.33,-9999,0.0,0.21,0.4
2016-12-30,SPENF,37.4,14.15,-9999,0.0,0.15,0.3
2016-12-31,SPENF,35.2,14.55,-9999,0.0,0.13,0.6
2017-01-01,SPENF,37.7,14.1,-9999,0.0,0.16,0.3
2017-01-02,SPENF,36.3,14.34,-9999,0.0,0.17,0.5
2017-01-03,SPENF,37.1,14.2,-9999,0.0,0.14,0.4
2017-01-04,SPENF,33.8,14.82,-9999,0.0,0.17,0.9
2017-01-05,SPENF,31.7,15.26,-9999,0.0,0.16,0.4
2017-01-06,SPENF,36.3,14.34,-9999,0.0,0.13,0.3
2017-01-07,SPENF,36.8,14.26,-9999,0.0,0.12,0.0
2017-01-08,SPENF,35.7,14.45,-9999,0.0,0.12,0.1
2017-01-09,SPENF,36.8,14.26,-9999,0.0,0.15,0.5
2017-01-10,SPENF,35.6,14.47,-9999,0.0,0.14,0.6
2017-01-11,SPENF,35.5,14.49,-9999,0.0,0.16,1.5
2017-01-12,SPENF,32.9,15.0,-9999,0.0,0.14,0.6
2017-01-13,SPENF,33.2,14.94,-9999,0.0,0.15,1.0
2017-01-14,SPENF,32.2,15.15,-9999,0.0,0.17,0.8
2017-01-15,SPENF,35.8,14.44,-9999,0.0,0.13,0.1
2017-01-16,SPENF,40.4,13.67,-9999,0.0,0.12,0.1
2017-01-17,SPENF,37.5,14.13,-9999,0.0,0.12,0.1
2017-01-18,SPENF,38.4,13.98,-9999,0.0,0.13,0.2
2017-01-19,SPENF,37.7,14.1,-9999,0.0,0.12,0.2
2017-01-20,SPENF,36.3,14.34,-9999,0.0,0.14,0.4
2017-01-21,SPENF,34.6,14.66,-9999,0.0,0.12,0.2
2017-01-22,SPENF,34.3,14.72,-9999,0.0,0.13,0.4
2017-01-23,SPENF,35.0,14.58,-9999,0.0,0.13,0.4
2017-01-24,SPENF,37.0,14.22,-9999,0.0,0.16,0.4
2017-01-25,SPENF,35.2,14.55,-9999,0.0,0.16,0.5
2017-01-26,SPENF,32.3,15.13,-9999,0.0,0.13,0.5
2017-01-27,SPENF,34.6,14.66,-9999,0.0,0.13,0.3
2017-01-28,SPENF,35.8,14.44,-9999,0.0,0.13,0.2
2017-01-29,SPENF,36.6,14.29,-9999,0.0,0.14,0.3
2017-01-30,SPENF,36.0,14.4,-9999,0.0,0.13,0.5
2017-01-31,SPENF,35.3,14.53,-9999,0.0,0.11,0.2
2017-02-01,SPENF,37.5,14.13,-9999,0.0,0.12,0.2
2017-02-02,SPENF,37.1,14.2,-9999,0.0,0.12,0.4
2017-02-03,SPENF,35.1,14.57,-9999,0.0,0.15,0.9
2017-02-04,SPENF,36.3,14.34,-9999,0.0,0.16,0.8
2017-02-05,SPENF,36.1,14.38,-9999,0.0,0.13,0.3
2017-02-06,SPENF,35.2,14.55,-9999,0.0,0.14,0.4
2017-02-07,SPENF,36.6,14.29,-9999,0.0,0.14,0.5
2017-02-08,SPENF,36.6,14.29,-9999,0.0,0.14,0.4
2017-02-09,SPENF,34.5,14.68,-9999,0.0,0.14,0.5
2017-02-10,SPENF,35.6,14.47,-9999,0.0,0.14,0.6
2017-02-11,SPENF,36.4,14.33,-9999,0.0,0.15,0.3
2017-02-12,SPENF,39.0,13.89,-9999,0.0,0.16,0.4
2017-02-13,SPENF,38.5,13.97,-9999,0.0,0.15,0.6
2017-02-14,SPENF,36.8,14.26,-9999,0.0,0.16,0.5
2017-02-15,SPENF,36.2,14.36,-9999,0.0,0.14,0.2
2017-02-16,SPENF,37.0,14.22,-9999,0.0,0.13,0.9
2017-02-17,SPENF,34.7,14.64,-9999,0.0,0.13,0.2
2017-02-18,SPENF,35.0,14.58,-9999,0.0,0.14,0.5
2017-02-19,SPENF,37.5,14.13,-9999,0.0,0.13,0.8
2017-02-20,SPENF,35.8,14.44,-9999,0.0,0.14,0.7
2017-02-21,SPENF,33.3,14.92,-9999,0.0,0.14,0.9
2017-02-22,SPENF,34.6,14.66,-9999,0.0,0.16,1.6
2017-02-23,SPENF,35.1,14.57,-9999,0.0,0.14,0.9
2017-02-24,SPENF,37.0,14.22,-9999,0.0,0.15,1.4
2017-02-25,SPENF,36.5,14.31,-9999,0.0,0.14,1.0
2017-02-26,SPENF,36.3,14.34,-9999,0.0,0.14,1.2
2017-02-27,SPENF,35.8,14.44,-9999,0.0,0.14,0.8
2017-02-28,SPENF,36.2,14.36,-9999,0.0,0.15,1.0
2017-03-01,SPENF,33.2,14.94,-9999,0.0,0.14,1.2
2017-03-02,SPENF,35.9,14.42,-9999,0.0,0.15,1.3
2017-03-03,SPENF,38.4,13.98,-9999,0.0,0.14,0.2
2017-03-04,SPENF,35.8,14.44,-9999,0.0,0.14,0.9
2017-03-05,SPENF,37.7,14.1,-9999,0.0,0.14,0.6
2017-03-06,SPENF,35.0,14.58,-9999,0.0,0.14,1.2
2017-03-07,SPENF,35.9,14.42,-9999,0.0,0.15,1.4
2017-03-08,SPENF,36.3,14.34,-9999,0.0,0.14,1.3
2017-03-09,SPENF,33.9,14.8,-9999,0.0,0.17,1.8
2017-03-10,SPENF,32.9,15.0,-9999,0.0,0.14,0.6
2017-03-11,SPENF,34.0,14.78,-9999,0.0,0.14,0.4
2017-03-12,SPENF,36.6,14.29,-9999,0.0,0.14,1.2
2017-03-13,SPENF,36.5,14.31,-9999,0.0,0.16,1.2
2017-03-14,SPENF,34.0,14.78,-9999,0.0,0.16,1.8
2017-03-15,SPENF,33.2,14.94,-9999,0.0,0.18,1.7
2017-03-16,SPENF,32.2,15.15,-9999,0.0,0.17,1.1
2017-03-17,SPENF,30.7,15.49,-9999,0.0,0.17,1.3
2017-03-18,SPENF,29.4,15.8,-9999,0.0,0.16,1.2
2017-03-19,SPENF,30.2,15.61,-9999,0.0,0.18,1.6
2017-03-20,SPENF,32.2,15.15,-9999,-9999,-9999,1.5
2017-03-21,SPENF,35.4,14.51,-9999,0.0,0.14,1.9
2017-03-22,SPENF,37.0,14.22,-9999,0.0,0.15,0.6
2017-03-23,SPENF,36.5,14.31,-9999,0.0,0.14,1.6
2017-03-24,SPENF,34.8,14.62,-9999,0.0,0.15,1.7
2017-03-25,SPENF,30.2,15.61,-9999,0.0,0.16,1.7
2017-03-26,SPENF,33.1,14.96,-9999,0.0,0.18,1.9
2017-03-27,SPENF,33.4,14.9,-9999,0.0,0.16,0.6
2017-03-28,SPENF,33.9,14.8,-9999,0.0,0.17,0.7
2017-03-29,SPENF,36.2,14.36,-9999,0.0,0.12,0.8
2017-03-30,SPENF,35.3,14.53,-9999,0.0,0.13,2.2
2017-03-31,SPENF,33.6,14.86,-9999,0.0,0.17,2.7
2017-04-01,SPENF,31.5,15.31,-9999,0.0,0.13,1.7
2017-04-02,SPENF,32.7,15.05,-9999,0.0,0.16,1.2
2017-04-03,SPENF,31.4,15.33,-9999,0.0,0.18,2.7
2017-04-04,SPENF,29.6,15.75,-9999,0.0,0.17,1.7
2017-04-05,SPENF,29.8,15.7,-9999,0.0,0.17,1.7
2017-04-06,SPENF,29.0,15.9,-9999,0.0,0.18,2.1
2017-04-07,SPENF,28.8,15.95,-9999,0.0,0.17,1.3
2017-04-08,SPENF,28.1,16.14,-9999,0.0,0.18,2.0
2017-04-09,SPENF,28.1,16.14,-9999,0.0,0.18,2.9
2017-04-10,SPENF,26.7,16.52,-9999,0.0,0.18,2.2
2017-04-11,SPENF,26.4,16.61,-9999,0.0,0.18,2.0
2017-04-12,SPENF,25.7,16.82,-9999,0.0,0.18,1.8
2017-04-13,SPENF,25.1,17.0,-9999,0.0,0.18,2.1
2017-04-14,SPENF,26.2,16.67,-9999,0.0,0.17,1.2
2017-04-15,SPENF,25.2,16.97,-9999,0.0,0.18,2.3
2017-04-16,SPENF,25.0,17.03,-9999,0.0,0.13,1.1
2017-04-17,SPENF,27.2,16.38,-9999,0.0,0.13,2.0
2017-04-18,SPENF,26.3,16.64,-9999,0.0,0.17,2.1
2017-04-19,SPENF,26.8,16.49,-9999,0.0,0.17,1.6
2017-04-20,SPENF,27.7,16.24,-9999,0.0,0.17,2.0
2017-04-21,SPENF,26.3,16.64,-9999,0.0,0.17,1.7
2017-04-22,SPENF,26.4,16.61,-9999,0.0,0.17,2.1
2017-04-23,SPENF,25.4,16.91,-9999,0.0,0.18,3.0
2017-04-24,SPENF,24.7,17.13,-9999,0.0,0.16,2.6
2017-04-25,SPENF,24.5,17.19,-9999,0.0,0.18,2.0
2017-04-26,SPENF,25.2,16.97,-9999,0.0,0.18,2.3
2017-04-27,SPENF,25.1,17.0,-9999,0.0,0.17,1.5
2017-04-28,SPENF,26.8,16.49,-9999,0.0,0.14,2.1
2017-04-29,SPENF,26.5,16.58,-9999,0.0,0.16,1.3
2017-04-30,SPENF,24.8,17.09,-9999,0.0,0.17,2.4
2017-05-01,SPENF,24.1,17.32,-9999,0.0,0.17,1.8
2017-05-02,SPENF,25.3,16.94,-9999,0.0,0.17,1.8
2017-05-03,SPENF,23.6,17.49,-9999,0.0,0.18,3.1
2017-05-04,SPENF,23.3,17.59,-9999,0.0,0.18,3.2
2017-05-05,SPENF,22.7,17.81,-9999,0.0,0.18,3.3
2017-05-06,SPENF,23.1,17.66,-9999,0.0,0.17,1.2
2017-05-07,SPENF,22.2,17.99,-9999,0.0,0.17,1.5
2017-05-08,SPENF,21.3,18.33,-9999,0.0,0.18,2.2
2017-05-09,SPENF,22.5,17.88,-9999,0.0,0.17,1.7
2017-05-10,SPENF,22.3,17.95,-9999,0.0,0.18,3.0
2017-05-11,SPENF,20.3,18.74,-9999,0.0,0.18,3.1
2017-05-12,SPENF,22.8,17.77,-9999,0.0,0.17,1.0
2017-05-13,SPENF,21.8,18.14,-9999,0.0,0.17,2.2
2017-05-14,SPENF,23.2,17.63,-9999,0.0,0.15,3.5
2017-05-15,SPENF,26.4,16.61,-9999,0.0,0.12,1.1
2017-05-16,SPENF,30.4,15.56,-9999,0.0,0.12,1.4
2017-05-17,SPENF,32.4,15.11,-9999,0.0,0.12,1.1
2017-05-18,SPENF,32.1,15.17,-9999,0.0,0.11,2.9
2017-05-19,SPENF,34.1,14.76,-9999,0.0,0.12,1.3
2017-05-20,SPENF,34.0,14.78,-9999,0.0,0.12,2.6
2017-05-21,SPENF,37.6,14.12,-9999,0.0,0.12,2.3
2017-05-22,SPENF,33.6,14.86,-9999,0.0,0.12,3.1
2017-05-23,SPENF,31.5,15.31,-9999,0.0,0.15,4.2
2017-05-24,SPENF,29.9,15.68,-9999,0.0,0.16,3.9
2017-05-25,SPENF,30.1,15.63,-9999,0.0,0.16,4.0
2017-05-26,SPENF,28.0,16.16,-9999,0.0,0.17,4.4
2017-05-27,SPENF,28.5,16.03,-9999,0.0,0.17,3.6
2017-05-28,SPENF,29.3,15.83,-9999,0.0,0.16,3.4
2017-05-29,SPENF,28.7,15.98,-9999,0.0,0.14,0.8
2017-05-30,SPENF,29.8,15.7,-9999,0.0,0.14,2.6
2017-05-31,SPENF,28.9,15.93,-9999,0.0,0.16,4.3
2017-06-01,SPENF,27.1,16.41,-9999,0.0,0.16,3.8
2017-06-02,SPENF,26.7,16.52,-9999,0.0,0.16,1.9
2017-06-03,SPENF,25.6,16.85,-9999,0.0,0.16,4.0
2017-06-04,SPENF,24.3,17.26,-9999,0.0,0.17,3.5
2017-06-05,SPENF,28.6,16.0,-9999,0.0,0.16,1.5
2017-06-06,SPENF,32.9,15.0,-9999,0.0,0.16,1.7
2017-06-07,SPENF,32.4,15.11,-9999,0.0,0.15,4.3
2017-06-08,SPENF,32.9,15.0,-9999,0.0,0.16,2.0
2017-06-09,SPENF,30.9,15.44,-9999,0.0,0.16,3.6
2017-06-10,SPENF,32.5,15.09,-9999,0.0,0.16,1.4
2017-06-11,SPENF,32.4,15.11,-9999,0.0,0.17,4.1
2017-06-12,SPENF,30.5,15.54,-9999,0.0,0.18,2.5
2017-06-13,SPENF,29.8,15.7,-9999,0.0,0.18,2.3
2017-06-14,SPENF,28.1,16.14,-9999,0.0,0.2,3.3
2017-06-15,SPENF,26.9,16.46,-9999,0.0,0.2,3.8
2017-06-16,SPENF,25.1,17.0,-9999,0.0,0.2,2.8
2017-06-17,SPENF,25.3,16.94,-9999,0.0,0.19,4.8
2017-06-18,SPENF,24.0,17.36,-9999,0.0,0.19,5.1
2017-06-19,SPENF,23.7,17.46,-9999,0.0,0.19,4.7
2017-06-20,SPENF,22.3,17.95,-9999,0.0,0.22,1.6
2017-06-21,SPENF,22.9,17.73,-9999,0.0,0.21,2.8
2017-06-22,SPENF,22.9,17.73,-9999,0.0,0.22,2.6
2017-06-23,SPENF,21.4,18.29,-9999,0.0,0.22,1.6
2017-06-24,SPENF,20.9,18.49,-9999,0.0,0.21,3.2
2017-06-25,SPENF,21.4,18.29,-9999,0.0,0.2,3.8
2017-06-26,SPENF,20.1,18.83,-9999,0.0,0.2,3.4
2017-06-27,SPENF,20.8,18.53,-9999,0.0,0.21,1.0
2017-06-28,SPENF,32.1,15.17,-9999,0.0,0.2,0.8
2017-06-29,SPENF,34.7,14.64,-9999,0.0,0.2,1.0
2017-06-30,SPENF,33.3,14.92,-9999,0.0,0.21,1.2
2017-07-01,SPENF,32.5,15.09,-9999,0.0,0.19,3.4
2017-07-02,SPENF,29.4,15.8,-9999,0.0,0.19,4.3
2017-07-03,SPENF,28.4,16.06,-9999,0.0,0.2,3.8
2017-07-04,SPENF,28.7,15.98,-9999,0.0,0.21,1.4
2017-07-05,SPENF,31.1,15.4,-9999,0.0,0.2,1.9
2017-07-06,SPENF,28.7,15.98,-9999,0.0,0.18,3.2
2017-07-07,SPENF,27.5,16.3,-9999,0.0,0.18,1.8
2017-07-08,SPENF,25.9,16.76,-9999,0.0,0.18,4.5
2017-07-09,SPENF,25.0,17.03,-9999,0.0,0.18,4.2
2017-07-10,SPENF,24.4,17.22,-9999,0.0,0.18,2.3
2017-07-11,SPENF,28.3,16.08,-9999,0.0,0.16,1.0
2017-07-12,SPENF,29.0,15.9,-9999,0.0,0.17,3.8
2017-07-13,SPENF,27.7,16.24,-9999,0.0,0.17,3.5
2017-07-14,SPENF,25.8,16.79,-9999,0.0,0.17,3.5
2017-07-15,SPENF,26.0,16.73,-9999,0.0,0.16,1.6
2017-07-16,SPENF,26.2,16.67,-9999,0.0,0.16,4.3
2017-07-17,SPENF,24.2,17.29,-9999,0.0,0.16,4.7
2017-07-18,SPENF,23.9,17.39,-9999,0.0,0.16,4.1
2017-07-19,SPENF,23.5,17.52,-9999,0.0,0.16,2.0
2017-07-20,SPENF,25.4,16.91,-9999,0.0,0.16,2.1
2017-07-21,SPENF,24.0,17.36,-9999,0.0,0.17,3.2
2017-07-22,SPENF,29.2,15.85,-9999,0.0,0.16,3.0
2017-07-23,SPENF,31.4,15.33,-9999,0.0,0.15,2.2
2017-07-24,SPENF,31.4,15.33,-9999,0.0,0.14,1.9
2017-07-25,SPENF,28.8,15.95,-9999,0.0,0.14,3.3
2017-07-26,SPENF,27.7,16.24,-9999,0.0,0.14,1.9
2017-07-27,SPENF,31.6,15.28,-9999,0.0,0.14,2.5
2017-07-28,SPENF,31.1,15.4,-9999,0.0,0.15,3.0
2017-07-29,SPENF,32.9,15.0,-9999,0.0,0.14,3.3
2017-07-30,SPENF,30.7,15.49,-9999,0.0,0.14,3.5
2017-07-31,SPENF,29.9,15.68,-9999,0.0,0.15,3.1
2017-08-01,SPENF,30.3,15.58,-9999,-9999,-9999,2.5
2017-08-02,SPENF,29.4,15.8,-9999,0.0,0.14,1.9
2017-08-03,SPENF,28.8,15.95,-9999,0.0,0.14,2.8
2017-08-04,SPENF,30.4,15.56,-9999,0.0,0.15,3.5
2017-08-05,SPENF,27.3,16.35,-9999,0.0,0.15,4.1
2017-08-06,SPENF,26.4,16.61,-9999,0.0,0.16,3.1
2017-08-07,SPENF,31.4,15.33,-9999,0.0,0.14,3.2
2017-08-08,SPENF,31.3,15.35,-9999,0.0,0.13,1.0
2017-08-09,SPENF,31.0,15.42,-9999,0.0,0.14,3.0
2017-08-10,SPENF,30.4,15.56,-9999,0.0,0.14,3.2
2017-08-11,SPENF,29.2,15.85,-9999,0.0,0.14,2.0
2017-08-12,SPENF,29.8,15.7,-9999,0.0,0.15,2.4
2017-08-13,SPENF,31.2,15.37,-9999,0.0,0.14,3.3
2017-08-14,SPENF,28.6,16.0,-9999,0.0,0.15,2.8
2017-08-15,SPENF,28.8,15.95,-9999,0.0,0.15,3.9
2017-08-16,SPENF,27.8,16.22,-9999,0.0,0.16,3.6
2017-08-17,SPENF,32.4,15.11,-9999,0.0,0.13,2.9
2017-08-18,SPENF,32.3,15.13,-9999,0.0,0.14,2.9
2017-08-19,SPENF,32.2,15.15,-9999,0.0,0.16,3.2
2017-08-20,SPENF,29.8,15.7,-9999,0.0,0.16,2.6
2017-08-21,SPENF,28.3,16.08,-9999,0.0,0.18,1.8
2017-08-22,SPENF,30.1,15.63,-9999,0.0,0.14,1.6
2017-08-23,SPENF,31.5,15.31,-9999,0.0,0.13,1.8
2017-08-24,SPENF,32.5,15.09,-9999,0.0,0.14,1.9
2017-08-25,SPENF,30.7,15.49,-9999,0.0,0.14,2.1
2017-08-26,SPENF,31.4,15.33,-9999,0.0,0.15,2.8
2017-08-27,SPENF,29.8,15.7,-9999,0.0,0.15,3.0
2017-08-28,SPENF,28.2,16.11,-9999,0.0,0.16,3.3
2017-08-29,SPENF,29.7,15.73,-9999,0.0,0.18,1.7
2017-08-30,SPENF,27.3,16.35,-9999,0.0,0.17,1.5
2017-08-31,SPENF,27.8,16.22,-9999,0.0,0.18,2.0
